method,chip_id,psnr,ssim,sam,ergas,ndvi_delta
bicubic,120,32.82313164971798,0.886659,0.6744481,1.9279704,0.012366392
lanczos,120,32.680202162740855,0.88330364,0.69935477,1.9632155,0.013140733
esrgan,120,24.040203923365205,0.4876203,1.5247654,5.162853,0.021246824
bicubic,121,34.25412373348782,0.9114416,0.64768195,1.8655183,0.010794271
lanczos,121,34.17187921632484,0.9074084,0.6636087,1.8843882,0.0112614315
esrgan,121,24.451350850877045,0.51566404,1.5566233,5.5372486,0.019180587
bicubic,122,32.87454912286387,0.90780294,0.73241305,2.30593,0.012382826
lanczos,122,32.7766504640329,0.9041254,0.7566334,2.334208,0.013004582
esrgan,122,21.479740911034003,0.50163805,2.4168909,8.214766,0.029904714
bicubic,123,31.674427359639182,0.8809778,0.8800545,2.5818298,0.017432552
lanczos,123,31.46877724890631,0.8744315,0.9242872,2.645723,0.018829335
esrgan,123,23.242762713861474,0.52885616,2.267249,6.6728206,0.030539226
bicubic,124,31.49962338875513,0.8811995,0.8363484,2.5196908,0.015391292
lanczos,124,31.527014544408203,0.88026124,0.84940755,2.516541,0.015986867
esrgan,124,23.67644669046895,0.48975143,1.81456,6.074436,0.02638571
bicubic,125,32.11433131177101,0.88775474,0.80054593,2.4103358,0.014887519
lanczos,125,32.042756056092884,0.88689154,0.82371897,2.434039,0.015611613
esrgan,125,23.828468657728003,0.5145693,1.8451031,6.121326,0.024872946
bicubic,126,23.265894129898697,0.92753446,1.6916423,11.236972,0.014511558
lanczos,126,23.24131382941692,0.9221913,1.7365104,11.270461,0.015957572
esrgan,126,22.91664256404208,0.7263917,2.534059,11.66499,0.021176506
bicubic,127,31.564633118522703,0.89877737,0.860729,2.6991627,0.016686192
lanczos,127,31.600011538452538,0.8952222,0.8881727,2.6904285,0.017525252
esrgan,127,24.03417719669214,0.55070466,2.1576207,6.329552,0.028536804
bicubic,128,33.969491996936846,0.9124864,0.65870917,2.2532048,0.011466878
lanczos,128,33.84046278737537,0.908912,0.67648476,2.2886548,0.011818831
esrgan,128,26.06421179360328,0.6183448,1.4463258,5.4055276,0.018470375
bicubic,129,32.044802106758944,0.8865717,0.84117997,2.4015481,0.01544635
lanczos,129,32.00078800094256,0.8828534,0.8603789,2.418608,0.016156029
esrgan,129,22.881841584522395,0.5342247,2.4106817,6.7100444,0.03245849
bicubic,130,31.85393235186496,0.8876955,0.7409964,2.1696281,0.012611413
lanczos,130,31.796258738445566,0.8816166,0.7531109,2.1866965,0.012953785
esrgan,130,21.032631284522765,0.41389164,2.7863836,7.1894445,0.025339352
bicubic,131,32.30331451694945,0.90290797,0.74679595,2.3160746,0.013517891
lanczos,131,32.12774148762721,0.8970846,0.781374,2.3659453,0.0145385675
esrgan,131,23.05140254037125,0.5172961,2.363349,6.554177,0.031949997
bicubic,132,33.93018316881182,0.922434,0.7613967,2.1251547,0.014554163
lanczos,132,33.87604453425195,0.92075145,0.7865568,2.141713,0.015433024
esrgan,132,23.076069356384693,0.59161794,2.3225424,7.1889005,0.027139578
bicubic,133,24.28532497926177,0.92957675,1.750009,10.651634,0.0145293325
lanczos,133,24.254340344613695,0.92662114,1.7866184,10.689776,0.015577507
esrgan,133,22.728977753496412,0.65961826,3.8383663,12.768908,0.03790027
bicubic,134,33.64820238551709,0.90535986,0.8956557,2.7849476,0.0166814
lanczos,134,33.54869064186949,0.90225315,0.9220249,2.8176062,0.017538093
esrgan,134,25.68151336594127,0.6104997,2.154397,6.861022,0.033402808
bicubic,135,32.557018089377564,0.9082781,0.7984254,2.3269043,0.014856421
lanczos,135,32.33792974907359,0.9022969,0.82341325,2.3887424,0.015712086
esrgan,135,23.630379883064005,0.52029437,2.2573638,6.370338,0.029703971
bicubic,136,31.637060040041245,0.8913237,0.88003427,2.5589252,0.016565356
lanczos,136,31.354008223938266,0.8847233,0.91966134,2.6440282,0.017728189
esrgan,136,22.739742589930202,0.47249642,1.9890001,6.9494567,0.029281234
bicubic,137,32.83592421478526,0.9115305,0.7250928,2.2791135,0.012280204
lanczos,137,32.74353713069263,0.9064641,0.74736875,2.3059616,0.012892593
esrgan,137,22.16345388411318,0.49442616,2.4748986,7.6084723,0.03276392
bicubic,138,33.566598247288205,0.93442076,0.68514514,2.2273595,0.011631487
lanczos,138,33.6052784791621,0.9311902,0.7121421,2.2227914,0.012537856
esrgan,138,21.76162376915819,0.5692748,2.5434031,8.453604,0.028229794
bicubic,139,32.418811472869876,0.9078907,0.71723676,2.1216743,0.01318774
lanczos,139,32.09522989522514,0.899315,0.7630476,2.2034912,0.014660101
esrgan,139,23.324307081129646,0.49672562,1.6213344,5.915306,0.023313023
bicubic,140,24.135482229297125,0.866294,2.1134832,10.69721,0.022161605
lanczos,140,24.0970749806643,0.85730326,2.1670737,10.747375,0.023967875
esrgan,140,23.20207053398313,0.6376914,3.088385,11.917836,0.033534683
bicubic,141,30.027590171988447,0.8284596,1.2853098,3.3491027,0.026337981
lanczos,141,29.816078859109133,0.8212595,1.3267584,3.4341838,0.027511416
esrgan,141,23.49832514661507,0.45648232,2.902276,6.964783,0.04008486
bicubic,142,31.751067889298348,0.8950225,0.91353434,2.7921107,0.015847374
lanczos,142,31.700856327074874,0.890378,0.92950606,2.812558,0.016430473
esrgan,142,23.20250708267521,0.5106292,2.40288,7.30742,0.030674081
bicubic,143,30.838119873062976,0.88992345,1.0084447,2.832467,0.020318322
lanczos,143,30.692880219277036,0.88341874,1.049972,2.882052,0.02168269
esrgan,143,22.736627799376187,0.50054765,2.690901,7.1059866,0.037415203
bicubic,144,32.86103389319771,0.8999394,0.8597204,2.401706,0.015953904
lanczos,144,32.61095105471601,0.8930524,0.9003816,2.4728355,0.017076947
esrgan,144,23.895402223011647,0.5092426,2.0374155,6.6190796,0.02996834
bicubic,145,31.428377000921476,0.89566076,0.9611749,3.1146517,0.017149996
lanczos,145,31.354897040195997,0.8928288,0.98477566,3.1458411,0.01809951
esrgan,145,23.170443398827118,0.5151167,2.9084198,7.939423,0.033961788
bicubic,146,31.426469845873267,0.9012912,0.81900805,2.453164,0.015405862
lanczos,146,31.38729545882419,0.8977078,0.8424633,2.4671428,0.016451234
esrgan,146,23.21380000269221,0.5215653,2.1295369,6.2129755,0.027277473
bicubic,147,23.268418150846045,0.8746276,2.0889735,11.316028,0.022452638
lanczos,147,23.25570449719224,0.8712307,2.1164694,11.334797,0.023232963
esrgan,147,22.29236249616761,0.6164738,3.7716286,12.659974,0.037222613
bicubic,148,29.780073060614956,0.84321034,1.0929313,3.000812,0.021086697
lanczos,148,29.54969370688975,0.83725536,1.1249878,3.0819438,0.021955999
esrgan,148,22.46980160494425,0.43365088,2.6466324,6.7868567,0.041283913
bicubic,149,31.455098802584462,0.88758117,0.9362908,2.7230551,0.018468797
lanczos,149,31.33369069287607,0.87983197,0.9628991,2.7626967,0.019426145
esrgan,149,23.556361525800547,0.52010244,2.7241495,6.5972195,0.03408248
bicubic,150,34.669161239450744,0.92787427,0.74201006,2.368575,0.012828185
lanczos,150,34.46497228573695,0.9225197,0.77250594,2.4241586,0.013562598
esrgan,150,23.916154602820466,0.6383421,2.151983,7.829015,0.02599327
bicubic,151,32.27285049258957,0.90509367,0.6964551,1.9783514,0.011594012
lanczos,151,32.22081214157536,0.9041854,0.70392823,1.9931701,0.01187983
esrgan,151,21.02162994923695,0.41408053,2.449491,6.9897585,0.034324333
bicubic,152,31.84434896708848,0.9092984,0.7148908,2.097533,0.0126009565
lanczos,152,31.668104463153057,0.90614414,0.7406464,2.1424756,0.01344751
esrgan,152,21.398991735545422,0.48913947,2.3530679,6.8168163,0.02555979
bicubic,153,32.66416345410637,0.907362,0.7750679,2.3279595,0.014441665
lanczos,153,32.47060220912013,0.90144616,0.80579835,2.381885,0.015433269
esrgan,153,23.739486357534872,0.50877094,2.0006769,6.311316,0.026909374
bicubic,154,23.35957053207988,0.91192037,1.8988183,11.283907,0.018235356
lanczos,154,23.34423131045375,0.90985024,1.918758,11.30378,0.019102061
esrgan,154,22.143486675041014,0.6667415,3.7710092,12.973085,0.039421454
bicubic,155,32.6582222480672,0.89582026,0.92464954,2.567066,0.017890133
lanczos,155,32.4877662634825,0.8931979,0.94853306,2.6196918,0.018915612
esrgan,155,23.71900438193789,0.52951545,2.7100127,6.9980464,0.03521735
bicubic,156,30.463604510944904,0.8699795,0.98013777,3.1086814,0.018170059
lanczos,156,30.234574403212985,0.8630861,1.0365775,3.1932707,0.019844545
esrgan,156,22.09171400944094,0.46054608,2.918456,7.7801,0.036777627
bicubic,157,33.62609479638928,0.9143739,0.8193575,2.4830728,0.014548857
lanczos,157,33.435894459743245,0.9083748,0.85724354,2.5393314,0.015751177
esrgan,157,24.610302431362797,0.564322,2.5839446,6.794421,0.02906875
bicubic,158,31.459590627507946,0.8895823,0.7991606,2.4270346,0.014789179
lanczos,158,31.25186663053978,0.8821613,0.82640207,2.486321,0.01554882
esrgan,158,21.85112284409263,0.46275502,2.2176466,7.1092286,0.025629662
bicubic,159,31.79135264410471,0.8848332,0.7547028,2.2770185,0.01314445
lanczos,159,31.625829830713403,0.8781475,0.78425807,2.321487,0.014058974
esrgan,159,21.974261139838582,0.46841425,2.0441277,6.810832,0.025603622
bicubic,160,32.47416766827625,0.9093426,1.0249441,3.0017831,0.020049311
lanczos,160,32.3385689618845,0.9074956,1.0558165,3.0527534,0.021165073
esrgan,160,23.22873283804597,0.58622724,3.0673606,8.407343,0.038640708
bicubic,161,22.873408595435155,0.9064229,1.8399203,10.943991,0.016923144
lanczos,161,22.867873520240764,0.9035053,1.8654975,10.951705,0.017751826
esrgan,161,21.7855513672035,0.6275619,3.4745362,12.395053,0.03307044
bicubic,162,32.92258496141704,0.9047638,0.8735598,2.4770193,0.016235095
lanczos,162,32.83582050782083,0.902496,0.89549977,2.504202,0.017015275
esrgan,162,23.482488751535602,0.5295858,2.7116764,7.181795,0.032688998
bicubic,163,32.1070341651221,0.9045817,1.0480028,3.010534,0.019890066
lanczos,163,31.901685797211307,0.8994791,1.0806855,3.0828948,0.021021634
esrgan,163,21.130737296640877,0.5112917,4.6403127,10.42713,0.051818427
bicubic,164,31.693347998675065,0.88977605,0.8701264,2.5899553,0.014793927
lanczos,164,31.636332180848918,0.88586605,0.8854399,2.6124537,0.015633887
esrgan,164,21.127300649592087,0.44460487,2.8062654,8.516597,0.0387802
bicubic,165,30.014201711470548,0.88006955,1.2222044,3.5729785,0.02439975
lanczos,165,29.754229799558352,0.8729439,1.241209,3.6783667,0.025073437
esrgan,165,21.87734423140894,0.48127264,3.5020144,9.0034895,0.044742335
bicubic,166,31.681882795529653,0.9049367,1.0438201,3.0469856,0.02001571
lanczos,166,31.63108882809633,0.9029783,1.0606393,3.0653055,0.02083908
esrgan,166,21.46065817890768,0.53669775,3.9472847,9.837025,0.047079396
bicubic,167,33.295983182347676,0.9107505,0.95488685,2.708899,0.01795387
lanczos,167,33.09919640359095,0.9071252,0.98272705,2.7701955,0.018921677
esrgan,167,23.10329098317302,0.56062883,3.1559503,8.79228,0.045334734
bicubic,168,29.173857014198905,0.8329054,1.234321,3.5328367,0.022162888
lanczos,168,29.08758996554148,0.8280379,1.2464738,3.5810194,0.022849422
esrgan,168,20.336348880055752,0.4146344,3.7259448,9.450246,0.043320335
bicubic,169,32.89713861881184,0.87980205,1.3054218,4.1513443,0.021943625
lanczos,169,32.6357521521972,0.8727387,1.3464472,4.2818885,0.022793692
esrgan,169,26.20679255022816,0.60594434,3.4516406,8.767473,0.045947738
bicubic,170,34.96685505716769,0.92090166,0.8856611,2.8784897,0.016221091
lanczos,170,34.857137806798754,0.91783965,0.90476286,2.920904,0.016825436
esrgan,170,27.662014357522928,0.6781992,2.062475,6.5066657,0.029197099
bicubic,171,32.44197032278925,0.8883074,0.7793192,2.2628787,0.013781247
lanczos,171,32.3769302948802,0.8843365,0.7957786,2.2883186,0.014242479
esrgan,171,21.794067530082877,0.43668565,2.802033,7.340924,0.030492747
bicubic,172,30.72025193422609,0.8714957,1.0426174,3.0972197,0.019653376
lanczos,172,30.456771915359752,0.86445284,1.0706065,3.2078867,0.020318277
esrgan,172,21.442340325509267,0.41569534,3.092021,8.451495,0.039588828
bicubic,173,33.33544483782701,0.90153456,0.7666975,2.2122273,0.013225067
lanczos,173,33.23060225479468,0.89962655,0.7956332,2.2448149,0.014263176
esrgan,173,24.721963794257764,0.52616364,1.7864045,5.720568,0.024348045
bicubic,174,31.810024842465094,0.8618783,1.3199219,3.5101686,0.026269492
lanczos,174,31.669487601435854,0.85880864,1.3568083,3.5716221,0.027474515
esrgan,174,25.50368417981662,0.5586268,2.7406104,7.10961,0.039114043
bicubic,175,33.533608801182865,0.9016112,1.1252238,3.301969,0.020962948
lanczos,175,33.291772995297244,0.89920104,1.1517237,3.3848412,0.022003602
esrgan,175,25.61822137049478,0.61655587,2.8542695,8.187283,0.03662652
bicubic,176,32.761051960069054,0.90471137,0.8572748,2.656958,0.014853345
lanczos,176,32.65672249618077,0.90141135,0.8821691,2.6921687,0.015719386
esrgan,176,23.75657443424832,0.5153028,2.8394346,7.3440256,0.03445892
bicubic,177,35.05343732764726,0.912212,0.8819775,2.7553506,0.015441585
lanczos,177,34.76080945558906,0.9077854,0.912692,2.8448951,0.01621385
esrgan,177,26.4146199752024,0.6247743,2.5151293,7.1390285,0.028596172
bicubic,178,30.625418110814135,0.8651676,0.96915895,2.7078261,0.019248364
lanczos,178,30.55364706040407,0.8628233,0.9847222,2.7363925,0.019867275
esrgan,178,22.64857133608377,0.46348777,2.469331,6.555719,0.035583377
bicubic,179,32.833995000341474,0.8883268,1.1619799,3.3186197,0.022910843
lanczos,179,32.61414899407561,0.8812696,1.1833282,3.4100187,0.02409137
esrgan,179,25.064747316881242,0.54394597,2.7351038,7.9707847,0.040430784
bicubic,180,31.167476693843316,0.87416667,1.0376717,2.8927526,0.021317907
lanczos,180,30.992452183103385,0.8710356,1.0713787,2.953696,0.022572028
esrgan,180,24.0734978494155,0.5137781,2.471744,6.3603826,0.03855283
bicubic,181,30.706533641800533,0.87930375,1.1782665,3.4171672,0.024637941
lanczos,181,30.576881112196034,0.87582064,1.2184532,3.4717147,0.026467621
esrgan,181,22.36979684668727,0.48460683,3.199578,8.771844,0.04472864
bicubic,182,32.335158896182165,0.87620735,1.2057332,3.415383,0.023380022
lanczos,182,32.12799225123823,0.87334025,1.2357144,3.493536,0.024449378
esrgan,182,26.24401686699098,0.5959889,2.519992,6.8837748,0.03622494
bicubic,183,32.382384352161836,0.9144252,1.0250024,3.1546142,0.01988091
lanczos,183,32.40000598021898,0.91195506,1.0390025,3.1516466,0.020626338
esrgan,183,24.046351388897165,0.5796615,3.173896,8.184864,0.039856512
bicubic,184,32.119841761473616,0.89880323,1.0471834,2.9141295,0.019779103
lanczos,184,31.987033995786916,0.895665,1.0836712,2.9618115,0.02125961
esrgan,184,23.324090210019655,0.53759754,2.837582,7.805733,0.03911505
bicubic,185,32.08339613361166,0.87525827,1.1914735,3.3089604,0.023198131
lanczos,185,31.80793917900968,0.8693104,1.2144223,3.4125757,0.024121165
esrgan,185,24.117234685719513,0.52695847,3.0518956,8.037083,0.038739566
bicubic,186,30.941917711066882,0.8479875,1.3822119,3.5877302,0.029460732
lanczos,186,30.724051898036592,0.840876,1.4234684,3.6848454,0.03081425
esrgan,186,24.636018565804726,0.4974276,2.8303359,7.2751055,0.04827684
bicubic,187,30.099820717352795,0.8220431,1.2250372,3.4026628,0.024013937
lanczos,187,29.851344891128484,0.81527597,1.2675258,3.5002995,0.025314411
esrgan,187,24.072579389198733,0.4472496,2.2183511,6.63507,0.034658022
bicubic,188,31.5151595510951,0.87365997,0.96928865,2.885692,0.018972494
lanczos,188,31.462651959942185,0.87074393,0.9901838,2.9071295,0.019888278
esrgan,188,23.541595984910483,0.5032665,2.6938746,7.0051284,0.03539953
bicubic,189,32.48008450407593,0.8646018,0.9253824,2.6130207,0.017427126
lanczos,189,32.3119951436375,0.8588546,0.95040905,2.666463,0.018320233
esrgan,189,24.515370897241553,0.5435511,2.3480515,6.394087,0.029064577
bicubic,190,35.15556142882605,0.9180623,0.77865475,2.098183,0.015058031
lanczos,190,35.04231212067433,0.91562206,0.7978327,2.128468,0.015723612
esrgan,190,25.87527747836353,0.613082,2.2138226,5.9815483,0.030429773
bicubic,191,30.94581609176416,0.87046957,1.0053993,2.8071733,0.018779969
lanczos,191,30.873019026538607,0.86761063,1.024481,2.834966,0.019534796
esrgan,191,23.280900565057774,0.5014524,2.4375074,6.6229777,0.03334539
bicubic,192,32.83994952019734,0.89736605,0.9958462,3.0566308,0.018326806
lanczos,192,32.65954266753176,0.8906021,1.0201339,3.1241465,0.019112017
esrgan,192,25.179348620444742,0.5976947,2.6882799,7.22119,0.035430282
bicubic,193,30.49754552908793,0.84954804,1.1809658,3.3017502,0.022826962
lanczos,193,30.367183466158927,0.8446398,1.2035264,3.3572886,0.023556173
esrgan,193,23.565988190155412,0.5043945,2.8877907,7.250672,0.03881345
bicubic,194,31.79600690953134,0.88452137,0.94855326,3.1448588,0.014723392
lanczos,194,31.8547921503383,0.88498914,0.971801,3.1321054,0.015319487
esrgan,194,20.425033324561785,0.49406114,2.6642923,11.235776,0.031062815
bicubic,195,32.47485437903728,0.89471483,0.90484303,2.6694982,0.017203785
lanczos,195,32.52940324820522,0.89117205,0.91937244,2.662305,0.017847952
esrgan,195,24.943844723736195,0.5814571,2.157057,6.257978,0.031820662
bicubic,196,34.08688066373312,0.9164174,0.7119898,2.1488662,0.012337279
lanczos,196,33.95592050721095,0.9131068,0.7305993,2.1857193,0.012958854
esrgan,196,25.289487205182514,0.58940405,1.8012552,5.7344933,0.024178574
bicubic,197,33.65032036439323,0.9084632,0.88774127,2.6544816,0.016194228
lanczos,197,33.28694100696214,0.90397274,0.9199955,2.768032,0.01755865
esrgan,197,24.434684754405968,0.56289464,2.409663,7.4076376,0.02992311
bicubic,198,32.780706419593585,0.9053124,0.90067863,2.6425076,0.017332891
lanczos,198,32.83674484529209,0.9030139,0.90540576,2.6310337,0.017825093
esrgan,198,24.0764134257872,0.60655755,2.5270524,6.989952,0.031272087
bicubic,199,34.82585240348402,0.92424965,0.7381104,2.2824614,0.012715843
lanczos,199,34.8592200646998,0.9240862,0.74892974,2.2787774,0.013086094
esrgan,199,24.247669352365236,0.5752975,2.3942702,7.4632473,0.030281832
bicubic,200,29.799195167608836,0.8534443,1.23058,3.7166011,0.022102518
lanczos,200,29.68690996668617,0.8516057,1.2637849,3.7738316,0.023079388
esrgan,200,22.482816167770068,0.45018607,3.2532651,8.399406,0.042490743
bicubic,201,30.68395429525946,0.88021195,1.1892706,3.4035337,0.02245707
lanczos,201,30.716869033997543,0.8823307,1.1898793,3.395793,0.023116687
esrgan,201,22.652765599232183,0.4871196,2.9486783,8.4596,0.041415077
bicubic,202,31.532604202669408,0.8983715,0.9172269,2.7584462,0.01578132
lanczos,202,31.229257724740997,0.89194024,0.9577799,2.8574908,0.017364066
esrgan,202,19.918645056618594,0.43980637,2.9460466,10.176342,0.03422535
bicubic,203,32.5281540230486,0.87441427,1.0735066,3.0238512,0.020615997
lanczos,203,32.23630421048549,0.86884844,1.1177734,3.126619,0.022046685
esrgan,203,25.535430708392866,0.56134844,2.2876163,6.503411,0.03667088
bicubic,204,32.149460295470135,0.8701784,1.3111713,3.625096,0.025793616
lanczos,204,31.94752611959121,0.8642591,1.3540457,3.7139919,0.027010567
esrgan,204,24.62549234486125,0.5367416,3.2091413,8.364098,0.045021947
bicubic,205,31.714981709109907,0.89477813,1.0598525,3.107717,0.021152798
lanczos,205,31.50121644067058,0.88893664,1.095409,3.1861312,0.022365775
esrgan,205,24.321735675269224,0.5786078,2.8389482,7.199379,0.037546135
bicubic,206,32.706020715006545,0.8881771,0.8452718,2.33429,0.0150793055
lanczos,206,32.69573351359357,0.887668,0.8550081,2.3420756,0.015585151
esrgan,206,23.54871360245359,0.507538,2.2881734,6.5270305,0.02782545
bicubic,207,30.000859162812805,0.8517523,1.2615465,3.4928522,0.024505988
lanczos,207,29.883143819632473,0.8485452,1.2916636,3.5468924,0.025547441
esrgan,207,23.09081770610435,0.47255406,2.8473647,7.556805,0.043062866
bicubic,208,31.41077811191717,0.870628,1.2391983,3.8580399,0.022313409
lanczos,208,31.43072054648759,0.8721668,1.2631484,3.850709,0.023438154
esrgan,208,24.008460051141057,0.5162028,3.3439512,8.814976,0.0442049
bicubic,209,30.06979481671894,0.88380873,1.1887023,3.3026319,0.02380902
lanczos,209,29.779314143529238,0.8747427,1.2270012,3.415505,0.025471296
esrgan,209,21.270909435211912,0.46857715,3.513282,8.965824,0.044263445
bicubic,210,30.82668217459076,0.8861764,1.13043,3.308905,0.02362809
lanczos,210,30.756492571289897,0.8820578,1.15028,3.3393328,0.024414916
esrgan,210,23.030353894759237,0.5278327,3.083675,7.9575353,0.04637858
bicubic,211,30.81294306056038,0.8639015,1.1714423,3.3481638,0.021832418
lanczos,211,30.965113580219775,0.86387,1.1783336,3.3014941,0.022517174
esrgan,211,22.959751393586572,0.5267506,2.8457172,8.042295,0.038838394
bicubic,212,33.25479503106358,0.9137807,0.96115017,2.6465807,0.01764471
lanczos,212,33.19188304849697,0.90860665,0.9702572,2.668894,0.018265564
esrgan,212,23.395021911601912,0.5351868,3.1151152,8.005781,0.03665983
bicubic,213,31.49057320729795,0.84535664,1.163454,3.1177638,0.02244778
lanczos,213,31.364423917663068,0.84047496,1.1900426,3.168659,0.02349608
esrgan,213,25.35743770271235,0.5360652,2.4101338,6.1314516,0.03684686
bicubic,214,29.438043646526676,0.8150921,1.651483,4.224467,0.035162836
lanczos,214,29.111162172348646,0.8037158,1.7243776,4.3832254,0.037329093
esrgan,214,24.106870852342524,0.47475943,3.1294231,7.743571,0.052656393
bicubic,215,31.429376966957445,0.8845459,1.3273623,3.4616628,0.027123323
lanczos,215,31.302215514406765,0.8793596,1.3339124,3.5239213,0.027827367
esrgan,215,21.002486863058113,0.5115046,4.111922,11.03665,0.05301375
bicubic,216,32.397514470144955,0.9167899,1.2557057,3.2094233,0.025889328
lanczos,216,32.23244817030683,0.9151429,1.276913,3.2676451,0.027235078
esrgan,216,20.562738644816783,0.5232426,4.955967,12.428531,0.06408575
bicubic,217,33.51579148828266,0.9020135,0.9728454,2.6978261,0.018444575
lanczos,217,33.28636873031202,0.89535636,0.99838084,2.7683764,0.019532718
esrgan,217,25.75121663936944,0.6150857,2.4606614,6.545675,0.03234469
bicubic,218,31.180935290280438,0.8738842,1.0299573,2.9000099,0.019491993
lanczos,218,31.05761843861658,0.86905766,1.0449207,2.9465406,0.02022162
esrgan,218,23.795037060221258,0.5011617,2.7777085,6.5944686,0.036808703
bicubic,219,30.215344316967997,0.90152836,1.1511133,3.3806179,0.022519033
lanczos,219,30.193405033341453,0.9002838,1.1672342,3.392709,0.023446925
esrgan,219,19.94413250715104,0.4782857,4.098656,10.801779,0.05535558
bicubic,220,30.152327685175933,0.843861,1.0767881,3.0842419,0.01939558
lanczos,220,30.05289314943651,0.8406108,1.0879543,3.1270344,0.019766992
esrgan,220,22.81331103306382,0.46433377,2.7891362,7.0188327,0.03777474
bicubic,221,31.247600346555675,0.873436,1.206591,3.4247854,0.023564095
lanczos,221,31.05786084812083,0.870461,1.22442,3.508228,0.024073105
esrgan,221,23.060962286529353,0.53711164,2.9866197,8.421122,0.04243245
bicubic,222,29.609010430194203,0.86530125,1.395981,3.6425908,0.028651342
lanczos,222,29.491206133609765,0.86122024,1.4208457,3.6949725,0.02992509
esrgan,222,21.525318382686258,0.44679952,3.7841704,9.117542,0.05755298
bicubic,223,32.12761856880489,0.9170187,1.3272594,3.7844765,0.026412329
lanczos,223,32.136240282911466,0.91696423,1.3565739,3.78132,0.027999781
esrgan,223,21.23556337478247,0.5387547,5.1250196,13.134003,0.066646665
