config,psnr,ssim,sam,ergas,ndvi_delta
lambda_sam=0.0,23.804503607241095,0.5555775761604309,7.041927337646484,143.312255859375,0.11829344183206558
lambda_sam=0.1,21.71913479647233,0.5303990840911865,8.409565925598145,162.75311279296875,0.1311987340450287
