,psnr,psnr,ssim,ssim,sam,sam,ergas,ergas,ndvi_delta,ndvi_delta
,mean,std,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,,,
bicubic,31.471573140555982,1.8277737198196495,0.8820512,0.024812672,0.9964798,0.3206234,2.997193,1.5756476,0.018330513,0.005809189
esrgan,23.29143711269749,1.5678684740251825,0.50717634,0.05932418,2.5897658,0.5456391,7.137625,1.4383516,0.03376287,0.008964478
lanczos,31.339527736218038,1.8435157559810964,0.877023,0.026377833,1.0224031,0.33158588,3.0457559,1.5865912,0.019194031,0.00612819
